1	United States	       19,150,000
2	European Union	       13,730,000
3	China	        9,189,000
4	Japan	        4,452,000
5	India	        3,182,000
6	Russia	        2,937,000
7	Brazil	        2,654,000
8	Saudi Arabia	        2,643,000
9	Germany	        2,495,000
10	Korea, South	        2,251,000
11	Canada	        2,209,000
12	Mexico	        2,073,000
13	France	        1,861,000
14	Iran	        1,845,000
15	United Kingdom	        1,622,000
16	Italy	        1,528,000
17	Spain	        1,441,000
18	Indonesia	        1,292,000
19	Singapore	        1,080,000
20	Netherlands	        1,009,000
21	Taiwan	        1,002,000
22	Thailand	         988,000
23	Australia	         960,800
24	Venezuela	         746,000
25	Egypt	         740,000
26	Iraq	         694,000
27	Turkey	         646,300
28	Belgium	         622,600
29	Argentina	         618,000
30	Poland	         564,500
31	Malaysia	         561,000
32	South Africa	         553,000
33	United Arab Emirates	         545,000
34	Pakistan	         410,000
35	Greece	         371,300
36	Kuwait	         354,000
37	Sweden	         351,100
38	Hong Kong	         333,000
39	Vietnam	         320,000
40	Algeria	         312,000
41	Philippines	         310,000
42	Chile	         302,700
43	Colombia	         296,000
44	Ukraine	         296,000
45	Syria	         292,000
46	Libya	         289,000
47	Nigeria	         279,000
48	Austria	         277,900
49	Portugal	         277,400
50	Kazakhstan	         249,000
51	Switzerland	         242,700
52	Israel	         238,000
53	Norway	         221,300
54	Finland	         217,400
55	Morocco	         209,000
56	Ecuador	         201,000
57	Romania	         196,000
58	Czech Republic	         195,700
59	Peru	         189,000
60	Cuba	         176,000
61	Denmark	         167,500
62	Qatar	         166,000
63	Belarus	         163,000
64	Ireland	         159,700
65	Yemen	         157,000
66	Puerto Rico	         150,000
67	New Zealand	         149,700
68	Hungary	         146,600
69	Uzbekistan	         144,000
70	Oman	         142,000
71	Dominican Republic	         119,000
72	Turkmenistan	         119,000
73	Lebanon	         106,000
74	Azerbaijan	         104,000
75	Bangladesh	          98,000
76	Sudan	          98,000
77	Croatia	          98,000
78	Jordan	          98,000
79	Panama	          97,000
80	Sri Lanka	          92,000
81	Bulgaria	          91,000
82	Serbia	          88,000
83	Virgin Islands	          85,000
84	Tunisia	          84,000
85	Slovakia	          83,810
86	Kenya	          78,000
87	Angola	          74,000
88	Curacao	          72,000
89	Guatemala	          71,000
90	Lithuania	          67,000
91	Jamaica	          63,000
92	Slovenia	          63,000
93	Bolivia	          62,000
94	Cyprus	          61,000
95	Luxembourg	          60,500
96	Ghana	          60,000
97	Uruguay	          52,000
98	Armenia	          52,000
99	Honduras	          51,000
100	Costa Rica	          47,000
101	Bahrain	          47,000
102	El Salvador	          47,000
103	Ethiopia	          47,000
104	Senegal	          41,000
105	Latvia	          41,000
106	Trinidad and Tobago	          41,000
107	Tajikistan	          40,000
108	Tanzania	          38,000
109	Burma	          37,000
110	Bahamas, The	          35,000
111	Papua New Guinea	          33,000
112	Albania	          33,000
113	Cambodia	          32,000
114	Paraguay	          31,000
115	Estonia	          31,000
116	Nicaragua	          30,000
117	Cameroon	          30,000
118	Bosnia and Herzegovina	          28,500
119	Cote d'Ivoire	          25,000
120	Gibraltar	          25,000
121	Benin	          25,000
122	Namibia	          24,000
123	West Bank	          24,000
124	Togo	          23,000
125	Mauritius	          23,000
126	Madagascar	          22,000
127	Moldova	          20,000
128	Mauritania	          20,000
129	Nepal	          20,000
130	Macedonia	          19,000
131	Malta	          19,000
132	Gabon	          18,000
133	Iceland	          17,430
134	Macau	          17,000
135	Mongolia	          17,000
136	Mozambique	          17,000
137	Brunei	          17,000
138	Kyrgyzstan	          16,000
139	Zambia	          16,000
140	Botswana	          15,000
141	Fiji	          15,000
142	Suriname	          15,000
143	New Caledonia	          14,000
144	Uganda	          14,000
145	Congo, Democratic Republic of the	          13,000
146	Korea, North	          13,000
147	Georgia	          13,000
148	Haiti	          12,000
149	Djibouti	          12,000
150	Congo, Republic of the	          11,000
151	Zimbabwe	          11,000
152	Guyana	          10,000
153	Sierra Leone	           9,000
154	Guinea	           9,000
155	Barbados	           9,000
156	Burkina Faso	           9,000
157	Aruba	           8,000
158	Seychelles	           8,000
159	Malawi	           8,000
160	French Polynesia	           8,000
161	Belize	           7,000
162	Rwanda	           6,000
163	Mali	           6,000
164	Eritrea	           6,000
165	Niger	           6,000
166	Maldives	           6,000
167	Somalia	           5,000
168	Bermuda	           5,000
169	Faroe Islands	           5,000
170	Antigua and Barbuda	           5,000
171	Afghanistan	           4,800
172	Liberia	           4,500
173	American Samoa	           4,400
174	Montenegro	           4,000
175	Swaziland	           4,000
176	Greenland	           4,000
177	Cayman Islands	           3,000
178	Saint Lucia	           3,000
179	Laos	           3,000
180	Guinea-Bissau	           3,000
181	Grenada	           3,000
182	Burundi	           3,000
183	Timor-Leste	           2,600
184	Gambia, The	           2,000
185	Solomon Islands	           2,000
186	Lesotho	           2,000
187	Central African Republic	           2,000
188	Saint Vincent and the Grenadines	           2,000
189	Cape Verde	           2,000
190	Equatorial Guinea	           2,000
191	Saint Kitts and Nevis	           2,000
192	Western Sahara	           2,000
193	Chad	           2,000
194	Nauru	           1,300
195	Saint Pierre and Miquelon	           1,000
196	Montserrat	           1,000
197	Dominica	           1,000
198	Cook Islands	           1,000
199	Comoros	           1,000
200	British Virgin Islands	           1,000
201	Bhutan	           1,000
202	Vanuatu	           1,000
203	Tonga	           1,000
204	Sao Tome and Principe	           1,000
205	Samoa	           1,000
206	Turks and Caicos Islands	            500
207	Kiribati	            300
208	Falkland Islands (Islas Malvinas)	            300
209	Saint Helena, Ascension, and Tristan da Cunha	            100
210	Niue	             40
