1	Saudi Arabia	       10,520,000
2	Russia	       10,130,000
3	United States	        9,688,000
4	China	        4,273,000
5	Iran	        4,252,000
6	Canada	        3,483,000
7	Mexico	        2,983,000
8	United Arab Emirates	        2,813,000
9	Brazil	        2,746,000
10	Nigeria	        2,458,000
11	Kuwait	        2,450,000
12	Iraq	        2,408,000
13	Venezuela	        2,375,000
14	European Union	        2,276,000
15	Norway	        2,134,000
16	Algeria	        2,078,000
17	Angola	        1,988,000
18	Libya	        1,789,000
19	Kazakhstan	        1,610,000
20	Qatar	        1,437,000
21	United Kingdom	        1,393,000
22	Azerbaijan	        1,041,000
23	Indonesia	        1,030,000
24	India	         954,000
25	Oman	         867,900
26	Colombia	         800,100
27	Argentina	         763,600
28	Malaysia	         664,800
29	Egypt	         662,600
30	Australia	         549,200
31	Sudan	         514,300
32	Ecuador	         485,600
33	Thailand	         406,800
34	Syria	         401,000
35	Vietnam	         343,200
36	Equatorial Guinea	         322,700
37	Congo, Republic of the	         302,200
38	Yemen	         258,800
39	Denmark	         247,500
40	Gabon	         227,900
41	Turkmenistan	         202,400
42	South Africa	         192,100
43	Brunei	         159,400
44	Peru	         158,300
45	Italy	         151,800
46	Germany	         147,200
47	Trinidad and Tobago	         144,900
48	Japan	         131,800
49	Chad	         126,200
50	Romania	         107,100
51	Timor-Leste	          87,500
52	France	          84,820
53	Tunisia	          83,720
54	Ukraine	          82,000
55	Cameroon	          65,330
56	Pakistan	          63,580
57	New Zealand	          60,480
58	Netherlands	          59,490
59	Uzbekistan	          58,650
60	Turkey	          55,110
61	Bolivia	          53,740
62	Cuba	          53,690
63	Korea, South	          48,400
64	Bahrain	          46,430
65	Cote d'Ivoire	          44,880
66	Hungary	          34,480
67	Philippines	          33,110
68	Belarus	          31,010
69	Papua New Guinea	          30,570
70	Spain	          29,970
71	Austria	          29,590
72	Poland	          28,230
73	Taiwan	          26,680
74	Croatia	          23,230
75	Burma	          21,120
76	Congo, Democratic Republic of the	          21,000
77	Virgin Islands	          17,440
78	Suriname	          14,460
79	Serbia	          14,310
80	Guatemala	          13,070
81	Mauritania	          11,640
82	Belgium	          11,220
83	Albania	          10,930
84	Singapore	          10,910
85	Chile	          10,640
86	Czech Republic	          10,310
87	Ghana	           8,880
88	Finland	           8,718
89	Slovakia	           8,281
90	Greece	           7,946
91	Estonia	           7,642
92	Lithuania	           5,732
93	Bangladesh	           5,724
94	Sweden	           4,833
95	Portugal	           4,721
96	Belize	           4,252
97	Israel	           4,029
98	Morocco	           3,938
99	Switzerland	           3,488
100	Bulgaria	           2,925
101	Aruba	           2,477
102	Puerto Rico	           1,075
103	Georgia	            984
104	Kyrgyzstan	            946
105	Uruguay	            903
106	Barbados	            739
107	Sri Lanka	            637
108	Curacao	            531
109	Jamaica	            506
110	El Salvador	            443
111	Ireland	            431
112	Dominican Republic	            392
113	Nicaragua	            377
114	Costa Rica	            263
115	Tajikistan	            220
116	Zambia	            190
117	Kenya	            136
118	Korea, North	            118
119	Macedonia	            116
120	Somalia	            110
121	Jordan	             88
122	Senegal	             65
123	Bosnia and Herzegovina	             59
124	Sierra Leone	             25
125	Slovenia	              5
126	Panama	              0
127	Paraguay	              0
128	Rwanda	              0
129	Saint Helena, Ascension, and Tristan da Cunha	              0
130	Saint Kitts and Nevis	              0
131	Saint Lucia	              0
132	Saint Pierre and Miquelon	              0
133	Saint Vincent and the Grenadines	              0
134	Samoa	              0
135	Sao Tome and Principe	              0
136	Seychelles	              0
137	Solomon Islands	              0
138	Swaziland	              0
139	Tanzania	              0
140	Togo	              0
141	Tonga	              0
142	Turks and Caicos Islands	              0
143	Uganda	              0
144	Vanuatu	              0
145	West Bank	              0
146	Western Sahara	              0
147	Zimbabwe	              0
148	Afghanistan	              0
149	American Samoa	              0
150	Antigua and Barbuda	              0
151	Armenia	              0
152	Bahamas, The	              0
153	Benin	              0
154	Bermuda	              0
155	Bhutan	              0
156	Botswana	              0
157	British Virgin Islands	              0
158	Burkina Faso	              0
159	Burundi	              0
160	Cambodia	              0
161	Cape Verde	              0
162	Cayman Islands	              0
163	Central African Republic	              0
164	Comoros	              0
165	Cook Islands	              0
166	Cyprus	              0
167	Djibouti	              0
168	Dominica	              0
169	Eritrea	              0
170	Ethiopia	              0
171	Falkland Islands (Islas Malvinas)	              0
172	Faroe Islands	              0
173	Fiji	              0
174	French Polynesia	              0
175	Gambia, The	              0
176	Gibraltar	              0
177	Greenland	              0
178	Grenada	              0
179	Guinea	              0
180	Guinea-Bissau	              0
181	Guyana	              0
182	Haiti	              0
183	Honduras	              0
184	Hong Kong	              0
185	Iceland	              0
186	Kiribati	              0
187	Kosovo	              0
188	Laos	              0
189	Latvia	              0
190	Lebanon	              0
191	Lesotho	              0
192	Liberia	              0
193	Luxembourg	              0
194	Macau	              0
195	Madagascar	              0
196	Malawi	              0
197	Maldives	              0
198	Mali	              0
199	Malta	              0
200	Mauritius	              0
201	Moldova	              0
202	Mongolia	              0
203	Montenegro	              0
204	Montserrat	              0
205	Mozambique	              0
206	Namibia	              0
207	Nauru	              0
208	Nepal	              0
209	New Caledonia	              0
210	Niger	              0
211	Niue	              0
