1	India	          43.50
2	Yemen	          43.10
3	Bangladesh	          41.30
4	Timor-Leste	          40.60
5	Niger	          39.90
6	Burundi	          38.90
7	Nepal	          38.80
8	Burkina Faso	          37.40
9	Madagascar	          36.80
10	Ethiopia	          34.60
11	Eritrea	          34.50
12	Chad	          33.90
13	Afghanistan	          32.90
14	Somalia	          32.80
15	Sudan	          31.70
16	Laos	          31.60
17	Pakistan	          31.30
18	Djibouti	          29.60
19	Burma	          29.60
20	Cambodia	          28.80
21	Congo, Democratic Republic of the	          28.20
22	Mali	          27.90
23	Angola	          27.50
24	Nigeria	          26.70
25	Maldives	          25.70
26	Comoros	          25.00
27	Central African Republic	          21.80
28	Sierra Leone	          21.30
29	Mozambique	          21.20
30	Sri Lanka	          21.10
31	Guinea	          20.80
32	Philippines	          20.70
33	Korea, North	          20.60
34	Togo	          20.50
35	Liberia	          20.40
36	Vietnam	          20.20
37	Benin	          20.20
38	Indonesia	          19.60
39	Haiti	          18.90
40	Papua New Guinea	          18.10
41	Rwanda	          18.00
42	Guatemala	          17.70
43	Namibia	          17.50
44	Guinea-Bissau	          17.20
45	Tanzania	          16.70
46	Cote d'Ivoire	          16.70
47	Mauritania	          16.70
48	Cameroon	          16.60
49	Lesotho	          16.60
50	Kenya	          16.50
51	Uganda	          16.40
52	Gambia, The	          15.80
53	Malawi	          15.50
54	Zambia	          14.90
55	Tajikistan	          14.90
56	Senegal	          14.50
57	Ghana	          14.30
58	Zimbabwe	          14.00
59	Sao Tome and Principe	          13.10
60	Bhutan	          12.00
61	Congo, Republic of the	          11.80
62	Solomon Islands	          11.50
63	Guyana	          10.80
64	Botswana	          10.70
65	Equatorial Guinea	          10.60
66	Syria	          10.00
67	Morocco	           9.90
68	Gabon	           8.80
69	China	           8.70
70	Honduras	           8.60
71	Azerbaijan	           8.40
72	Iraq	           7.10
73	Thailand	           7.00
74	Egypt	           6.80
75	Albania	           6.60
76	Ecuador	           6.20
77	El Salvador	           6.10
78	Swaziland	           6.10
79	Uruguay	           6.00
80	Libya	           5.60
81	Peru	           5.40
82	Saudi Arabia	           5.30
83	Mongolia	           5.30
84	Colombia	           5.10
85	Kazakhstan	           4.90
86	Belize	           4.90
87	Trinidad and Tobago	           4.40
88	Uzbekistan	           4.40
89	Bolivia	           4.30
90	Nicaragua	           4.30
91	Lebanon	           4.20
92	Armenia	           4.20
93	Ukraine	           4.10
94	Panama	           3.90
95	Cuba	           3.90
96	Venezuela	           3.70
97	Algeria	           3.70
98	Romania	           3.50
99	Turkey	           3.50
100	Mexico	           3.40
101	Dominican Republic	           3.40
102	Tunisia	           3.30
103	Singapore	           3.30
104	Moldova	           3.20
105	Kyrgyzstan	           2.70
106	Argentina	           2.30
107	Georgia	           2.30
108	Montenegro	           2.20
109	Jamaica	           2.20
110	Brazil	           2.20
111	Czech Republic	           2.10
112	Macedonia	           1.80
113	Serbia	           1.80
114	Tuvalu	           1.60
115	Bosnia and Herzegovina	           1.60
116	Bulgaria	           1.60
117	Belarus	           1.30
118	United States	           1.30
119	Germany	           1.10
120	Chile	           0.50
